"","id","name","type","acronyms"
"1212",1212,"Reuse and Recycling European Union Social Enterprises (RREUSE)","other","RREUSE"
"1213",1213,"Adobe Systems Benelux bv (Adobe)","other","Adobe"
"1214",1214,"Community Public Affairs (CPA)","other","CPA"
"1215",1215,"IFPI Danmark (IFPI)","other","IFPI"
"1216",1216,"IHKs BW","other","IHKs BW"
"1217",1217,"Spitzenorganisation der Filmwirtschaft e.V. (SPIO)","other","SPIO"
"1218",1218,"Passerelle public affairs","other","Passerelle public affairs"
"1219",1219,"Schweizerische Bankiervereinigung (SBVg)","other","SBVg"
"1220",1220,"European Fund for Strategic Investment","other","European Fund for Strategic Investment"
"1221",1221,"European Power Plant Suppliers Association (EPPSA)","other","EPPSA"
"1222",1222,"Egaé, d'égal à égale","other","Egaé, d'égal à égale"
"1223",1223,"CONFAGRICOLTURA EMILIA-ROMAGNA","other","CONFAGRICOLTURA EMILIA-ROMAGNA"
"1224",1224,"Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR e.V.) (DNR)","other","DNR"
"1225",1225,"Réseau euro-méditerranéen des droits humains / Euro-mediterranean human rights network (REMDH)","other","REMDH"
"1226",1226,"Rainbow Rose (RR)","other","RR"
"1227",1227,"EDP - Energias de Portugal, SA (EDP)","other","EDP"
"1228",1228,"European Federation of Community of Sant'Egidio AISBL","other","European Federation of Community of Sant'Egidio AISBL"
"1229",1229,"EDEKA Zentrale AG & Co. KG (EDEKA)","other","EDEKA"
"1230",1230,"European Technology Platform TP Organics (TP Organics)","other","TP Organics"
"1231",1231,"Car-Pass asbl (Car-Pass)","other","Car-Pass"
"1232",1232,"Verband der TÜV e.V. (VdTÜV)","other","VdTÜV"
"1233",1233,"Wirtschaftsbeirat der Union","other","Wirtschaftsbeirat der Union"
"1234",1234,"The Norwegian Shipowners' Association (NSA)","other","NSA"
"1235",1235,"Conseil National de l'Ordre des Sages-femmes (CNOSF)","other","CNOSF"
"1236",1236,"Ferrer Internacional S.A. (Ferrer)","other","Ferrer"
"1237",1237,"EIDD Design for All Europe (EIDD)","other","EIDD"
"1238",1238,"Leadership Business Consulting, Consultoria e Serviços, S.A. (LBC)","other","LBC"
"1239",1239,"Atlantic Council","other","Atlantic Council"
"1240",1240,"21st Century Fox (21CF)","other","21CF"
"1241",1241,"Vanguard Asset Management Limited","other","Vanguard Asset Management Limited"
"1242",1242,"The Young Foundation (YF)","other","YF"
"1243",1243,"Bundestierärztekammer e.V. (BTK)","other","BTK"
"1244",1244,"Cámara Oficial de Comercio, Industria, Servicios y Navegación de España (Cámara de España)","other","Cámara de España"
"1245",1245,"Studio Valla","other","Studio Valla"
"1246",1246,"Trafigura Beheer B.V.","other","Trafigura Beheer B.V."
"1247",1247,"Irish Road Haulage Association (IRHA)","other","IRHA"
"1248",1248,"Transdev Group","other","Transdev Group"
"1249",1249,"European Organisation for Security (EOS)","other","EOS"
"1250",1250,"Blacklane GmbH","other","Blacklane GmbH"
"1251",1251,"European Association of Corporate Treasurers (EACT)","other","EACT"
"1252",1252,"European Structured Investment Products Association (EUSIPA)","other","EUSIPA"
"1253",1253,"VELUX A/S (VELUX Group)","other","VELUX Group"
"1254",1254,"GrahamBishop.com","other","GrahamBishop.com"
"1255",1255,"Munich Financial Centre Initiative (fpmi)","other","fpmi"
"1256",1256,"Razvojni center Srca Slovenije","other","Razvojni center Srca Slovenije"
"1257",1257,"LeGuide.com (LeGuide)","other","LeGuide"
"1258",1258,"MICROELECTRONICA S.A. (MICROEL)","other","MICROEL"
"1259",1259,"ERG spa","other","ERG spa"
"1260",1260,"Global Crop Diversity Trust (Crop Trust)","other","Crop Trust"
"1261",1261,"Unioncamere Lombardia (UCLombardia)","other","UCLombardia"
"1262",1262,"TTIP Advisory Group","other","TTIP Advisory Group"
"1263",1263,"MEKmedia GmbH","other","MEKmedia GmbH"
"1264",1264,"Association for Financial Markets in Europe (AFME)","other","AFME"
"1265",1265,"Ernst & Young Europe (EYE)","other","EYE"
"1266",1266,"Fachverband der Elektro- und Elektronikindustrie (FEEI)","other","FEEI"
"1267",1267,"League of European Research Universities (LERU)","other","LERU"
"1268",1268,"Belgisch Olympisch & Interfederaal Comité (BOIC)","other","BOIC"
"1269",1269,"Air Baltic Corporation AS (airBaltic)","other","airBaltic"
"1270",1270,"Sodexo SA","other","Sodexo SA"
"1271",1271,"European Telecommunications Standards Institute (ETSI)","other","ETSI"
"1272",1272,"Confédération Générale des Petites et Moyennes Entreprises (CGPME)","other","CGPME"
"1273",1273,"Börsenverein des Deutschen Buchhandels e.V.","other","Börsenverein des Deutschen Buchhandels e.V."
"1274",1274,"Cooperatives Europe","other","Cooperatives Europe"
"1275",1275,"ageas SA/NV (ageas)","other","ageas"
"1276",1276,"DSW (Deutsche Stiftung Weltbevoelkerung) (DSW)","other","DSW"
"1277",1277,"Hutchison Europe - Brussels Branch (HEBB)","other","HEBB"
"1278",1278,"Mondelez Europe GmbH (MDLZ)","other","MDLZ"
"1279",1279,"Allianz SE (Allianz Group)","other","Allianz Group"
"1280",1280,"Institutional Limited Partners Association (ILPA)","other","ILPA"
"1281",1281,"bettervest GmbH","other","bettervest GmbH"
"1282",1282,"Association of European Businesses (AEB)","other","AEB"
"1283",1283,"Ian Michler","other","Ian Michler"
"1284",1284,"Machiels","other","Machiels"
"1285",1285,"UNION DE PETROLEROS INDEPENDIENTES (UPI)","other","UPI"
"1286",1286,"Wetlands International - European Association","other","Wetlands International - European Association"
"1287",1287,"Vital Voices Global Partnership Inc (Vital Voices)","other","Vital Voices"
"1288",1288,"PCC Intermodal","other","PCC Intermodal"
"1289",1289,"Broadcast Networks Europe (BNE)","other","BNE"
"1290",1290,"Confrontations Europe","other","Confrontations Europe"
"1291",1291,"GROUPE G7","other","GROUPE G7"
"1292",1292,"European Association Automotive Suppliers (CLEPA)","other","CLEPA"
"1293",1293,"Nera","other","Nera"
"1294",1294,"Global Reporting Initiative (GRI)","other","GRI"
"1295",1295,"Turku-Southwest Finland European office (Turku-Southwest)","other","Turku-Southwest"
"1296",1296,"Elektrizitätswerke Schönau Vertriebs GmbH (EWS)","other","EWS"
"1297",1297,"Iberian Gas Hub (Sociedad Bilbao Gas Hub) (IBGH)","other","IBGH"
"1298",1298,"World NGO Day Initiative's Secretariat (World NGO Day)","other","World NGO Day"
"1299",1299,"Goethe-Institut e.V. (GI)","other","GI"
"1300",1300,"Fundacion Europea para la Sociedad de la Informacion (FESI)","other","FESI"
"1301",1301,"Telekom Austria Group (TAG)","other","TAG"
"1302",1302,"European Water Association (EWA)","other","EWA"
"1303",1303,"Association of the European Heating Industry (EHI)","other","EHI"
"1304",1304,"The European Alliance of Companies for Energy Efficiency in Buildings (EuroACE)","other","EuroACE"
"1305",1305,"North European Oil Trade Oy (NEOT Oy)","other","NEOT Oy"
"1306",1306,"DD Unternehmensentwicklungsgesellschaft mbH","other","DD Unternehmensentwicklungsgesellschaft mbH"
"1307",1307,"Belgian Association of Pension Institutions/Belgische Vereniging van Pensioeninstellingen/Association Belge des Institutions de Pension (BAPI/BVPI/ABIP)","other","BAPI/BVPI/ABIP"
"1308",1308,"Confédération des Syndicats Chrétiens (ACV-CSC)","other","ACV-CSC"
"1309",1309,"Confindustria Servizi Innovativi e Tecnologici (CSIT)","other","CSIT"
"1310",1310,"INGENIERIA Y SERVICIOS DE EFICIENCIA ENERGETICA S.L. (ENERTIKA)","other","ENERTIKA"
"1311",1311,"World Future Council Foundation (WFC)","other","WFC"
"1312",1312,"European Sea Ports Organisation (ESPO)","other","ESPO"
"1313",1313,"POLIS","other","POLIS"
"1314",1314,"Ryanair","other","Ryanair"
"1315",1315,"Quintiles Benefit France","other","Quintiles Benefit France"
"1316",1316,"Tuberculosis Vaccine Initiative (TBVI)","other","TBVI"
"1317",1317,"UNINOVA-Instituto de Desenvolvimento de Novas Tecnologias (UNINOVA)","other","UNINOVA"
"1318",1318,"Veolia Environnement Europe Services (VEES)","other","VEES"
"1319",1319,"Fortzer","other","Fortzer"
"1320",1320,"GROUPE CANAL+","other","GROUPE CANAL+"
"1321",1321,"Wintershall Holding GmbH","other","Wintershall Holding GmbH"
"1322",1322,"FERN","other","FERN"
"1323",1323,"IE Business School and IE University. (IE)","other","IE"
"1324",1324,"European Cultural Foundation (ECF)","other","ECF"
"1325",1325,"Eurosport","other","Eurosport"
"1326",1326,"European Low Fares Airline Association (ELFAA)","other","ELFAA"
"1327",1327,"FEPORT (FEPORT)","other","FEPORT"
"1328",1328,"Food Supplements Europe (FSE)","other","FSE"
"1329",1329,"Stichting ERGO Network (ERGO)","other","ERGO"
"1330",1330,"Brussels Office of the Swedish Trade Unions","other","Brussels Office of the Swedish Trade Unions"
"1331",1331,"Groupe Carrefour","other","Groupe Carrefour"
"1332",1332,"Raiffeisen Zentralbank Österreich AG (RZB)","other","RZB"
"1333",1333,"Observatoire social européen (OSE)","other","OSE"
"1334",1334,"Centrica plc","other","Centrica plc"
"1335",1335,"British Council (BC)","other","BC"
"1336",1336,"The European Small UAV Coalition","other","The European Small UAV Coalition"
"1337",1337,"Transgender Europe (TGEU)","other","TGEU"
"1338",1338,"Internet Watch Foundation (IWF)","other","IWF"
"1339",1339,"University of Virginia","other","University of Virginia"
"1340",1340,"The South-East Europe Change Net Foundation (Fondacija Mreža za promjene Jugoistočne Evrope) (SEE Change Net)","other","SEE Change Net"
"1341",1341,"Arch Mortgage Insurance Limited (Arch MI)","other","Arch MI"
"1342",1342,"industriAll European Trade Union (industriAll)","other","industriAll"
"1343",1343,"Balkan Security Network (BSN)","other","BSN"
"1344",1344,"Ruggero Schleicher-Tappeser (sustainable strategi)","other","sustainable strategi"
"1345",1345,"International Union of Tenants (IUT)","other","IUT"
"1346",1346,"European Intermodal Association (EIA)","other","EIA"
"1347",1347,"Vereniging VBO Makelaar","other","Vereniging VBO Makelaar"
"1348",1348,"Stichting Nederland Kennisland (KL)","other","KL"
"1349",1349,"Investor AB (Investor AB)","other","Investor AB"
"1350",1350,"Future for Religious Heritage (FRH)","other","FRH"
"1351",1351,"Solvay SA","other","Solvay SA"
"1352",1352,"Cable Europe","other","Cable Europe"
"1353",1353,"European Alliance for Human Rights in North Korea (EAHRNK)","other","EAHRNK"
"1354",1354,"International Institute for Sustainable Development - Europe (IISD-Europe)","other","IISD-Europe"
"1355",1355,"Spotify AB","other","Spotify AB"
"1356",1356,"Tata Limited","other","Tata Limited"
"1357",1357,"Green Economy Coalition","other","Green Economy Coalition"
"1358",1358,"European Federation of Waste Management and Environmental Services (FEAD)","other","FEAD"
"1359",1359,"European Biosafety Network (EBN)","other","EBN"
"1360",1360,"DONG Energy A/S","other","DONG Energy A/S"
"1361",1361,"3M (3M)","other","3M"
"1362",1362,"European Federation of Clean Air and Environmental Protection Associations (EFCA)","other","EFCA"
"1363",1363,"Child & Youth Finance International (CYFI)","other","CYFI"
"1364",1364,"European Anti Poverty Network (EAPN)","other","EAPN"
"1365",1365,"ENAIRE (ENAIRE)","other","ENAIRE"
"1366",1366,"Fair Trials (FTI)","other","FTI"
"1367",1367,"Foreign Trade Association (FTA)","other","FTA"
"1368",1368,"Facebook Ireland Limited (FB-I)","other","FB-I"
"1369",1369,"EEF, the manufacturers' organisation (EEF)","other","EEF"
"1370",1370,"Environmental Justice Foundation (EJF)","other","EJF"
"1371",1371,"EUROPEAN FEDERATION OF BUILDING AND WOODWORKERS (EFBWW)","other","EFBWW"
"1372",1372,"Ecole nationale d'administration (ENA)","other","ENA"
"1373",1373,"European Network on Debt and Development (Eurodad)","other","Eurodad"
"1374",1374,"Peterson Institute for International Economics (PIIE)","other","PIIE"
"1375",1375,"Dublin Chamber of Commerce","other","Dublin Chamber of Commerce"
"1376",1376,"Wal-mart Stores, Inc. and its subsidiaries and affiliates (WMT70)","other","WMT70"
"1377",1377,"FEANI (FEANI)","other","FEANI"
"1378",1378,"King Baudouin Foundation (KBF)","other","KBF"
"1379",1379,"Grupa Allegro sp. z o.o. (Grupa Allegro)","other","Grupa Allegro"
"1380",1380,"Chemicals, Health and Environment Monitoring Trust (CHEM Trust)","other","CHEM Trust"
"1381",1381,"Comité européen interprofessionnel du thon tropical (EUROTHON)","other","EUROTHON"
"1382",1382,"Bellenden","other","Bellenden"
"1383",1383,"European Society of Radiology (ESR)","other","ESR"
"1384",1384,"AMADEUS IT GROUP S.A.","other","AMADEUS IT GROUP S.A."
"1385",1385,"Infineon Technologies AG","other","Infineon Technologies AG"
"1386",1386,"Legal & General Group Plc (L&G)","other","L&G"
"1387",1387,"Moody's Shared Services UK Ltd. (Moody's)","other","Moody's"
"1388",1388,"ICL IBERIA LIMITED, S.C.S. (ICL IBERIA)","other","ICL IBERIA"
"1389",1389,"Associação das Empresas de Vinho do Porto (AEVP)","other","AEVP"
"1390",1390,"Rocket Internet","other","Rocket Internet"
"1391",1391,"Stichting Universal Smart Energy Framework (Stichting USEF)","other","Stichting USEF"
"1392",1392,"International Federation of Film Distributors' Associations (FIAD)","other","FIAD"
"1393",1393,"PayPal Se Belgian Branch (PayPal)","other","PayPal"
"1394",1394,"European Cooperation in Science and Technology (COST)","other","COST"
"1395",1395,"Galp Energia, SGPS, SA (Galp Energia)","other","Galp Energia"
"1396",1396,"Graphene Flagship (GRAPHENE)","other","GRAPHENE"
"1397",1397,"European Leadership Network (ELN)","other","ELN"
"1398",1398,"SAS Institute (SAS)","other","SAS"
"1399",1399,"Association des maires de France (AMF)","other","AMF"
"1400",1400,"CAISSE DES DEPOTS (CDC)","other","CDC"
"1401",1401,"JERUSALEM FOUNDATION (JF)","other","JF"
"1402",1402,"Royal Museums of Fine Arts of Belgium (RMFAB)","other","RMFAB"
"1403",1403,"Conseil national de l'ordre des masseurs kinésithérapeutes (CNOMK)","other","CNOMK"
"1404",1404,"EU VAT Action","other","EU VAT Action"
"1405",1405,"Euronext (ENXT)","other","ENXT"
"1406",1406,"Polint Ltd (Polint)","other","Polint"
"1407",1407,"Securities Industry and Financial Markets Association (SIFMA)","other","SIFMA"
"1408",1408,"Mouvement des Entreprises de France (MEDEF)","other","MEDEF"
"1409",1409,"Kosovo Business Community","other","Kosovo Business Community"
"1410",1410,"European Civil Society Platform on Lifelong Learning (EUCIS-LLL)","other","EUCIS-LLL"
"1411",1411,"Construction Products Europe","other","Construction Products Europe"
"1412",1412,"Fédération Française des Télécoms (FFTélécoms)","other","FFTélécoms"
"1413",1413,"Conseil supérieur du notariat (CSN)","other","CSN"
"1414",1414,"LO - The Swedish Trade Union Confederation (LO)","other","LO"
"1415",1415,"Tenneco Automotive Europe","other","Tenneco Automotive Europe"
"1416",1416,"BDO/Brussels Worldwide Services BVBA (BDO)","other","BDO"
"1417",1417,"Bureau International du Béton Manufacturé (BIBM)","other","BIBM"
"1418",1418,"Digita Networks Oy (Digita)","other","Digita"
"1419",1419,"Alliance for Synthetic Fuels in Europe (ASFE)","other","ASFE"
"1420",1420,"European Federation of Intelligent Energy Efficiency Services (EFIEES)","other","EFIEES"
"1421",1421,"European Movement International (EMI)","other","EMI"
"1422",1422,"SHV Energy NV","other","SHV Energy NV"
"1423",1423,"Mediobanca - Banca di Credito Finanziario (Mediobanca)","other","Mediobanca"
"1424",1424,"European Producers Union of Renewable Ethanol (ePURE)","other","ePURE"
"1425",1425,"EUK Consulting (EUK)","other","EUK"
"1426",1426,"European Organisation of Prison and Correctional Services (EuroPris)","other","EuroPris"
"1427",1427,"Alliance for Intellectual Property (Alliance for IP)","other","Alliance for IP"
"1428",1428,"American Association for the Advancement of Science (AAAS)","other","AAAS"
"1429",1429,"MSD (Europe), Inc. (Merck Sharp & Dohme) (MSD)","other","MSD"
"1430",1430,"International Federation of Actors (FIA)","other","FIA"
"1431",1431,"European Retail Round Table (ERRT)","other","ERRT"
"1432",1432,"European Brain Council (EBC)","other","EBC"
"1433",1433,"Sarasin & Partners LLP (S&P)","other","S&P"
"1434",1434,"European Federation of Local Energy Companies (CEDEC)","other","CEDEC"
"1435",1435,"Sandbag Climate Campaign","other","Sandbag Climate Campaign"
"1436",1436,"FUNDACION OXFAM INTERMON","other","FUNDACION OXFAM INTERMON"
"1437",1437,"Greek Minister of Health, Mr Panagiotis Kouroumplis","other","Greek Minister of Health, Mr Panagiotis Kouroumplis"
"1438",1438,"UK Pesticides Campaign (UKPC)","other","UKPC"
"1439",1439,"Norsk Hydro","other","Norsk Hydro"
"1440",1440,"ABB","other","ABB"
"1441",1441,"PERNOD RICARD","other","PERNOD RICARD"
"1442",1442,"ARKEMA","other","ARKEMA"
"1443",1443,"France Brevets (FB)","other","FB"
"1444",1444,"Enterprise Nation","other","Enterprise Nation"
"1445",1445,"The Norwegian Consumer Council (NCC)","other","NCC"
"1446",1446,"Confederación Española de Pesca (CEPESCA)","other","CEPESCA"
"1447",1447,"Irish Cattle & Sheep Farmers' Association Ltd (ICSA)","other","ICSA"
"1448",1448,"Lega Italiana Protezione Uccelli (LIPU-Birdlife Italia)","other","LIPU-Birdlife Italia"
"1449",1449,"Kapsch","other","Kapsch"
"1450",1450,"TalkTalk Group","other","TalkTalk Group"
"1451",1451,"pakistan business council","other","pakistan business council"
"1452",1452,"International Lead Association (ILA)","other","ILA"
"1453",1453,"International Financial Reporting Standards (IFRS) Foundation (IFRS Foundation)","other","IFRS Foundation"
"1454",1454,"European Fish Processors & Traders Association (AIPCE-CEP)","other","AIPCE-CEP"
"1455",1455,"OCEANA","other","OCEANA"
"1456",1456,"Danske Havne (DH)","other","DH"
"1457",1457,"VanDrie Group","other","VanDrie Group"
"1458",1458,"Teagasc - Agriculture and Food Development Authority (Teagasc)","other","Teagasc"
"1459",1459,"International Sport and Culture Association (ISCA)","other","ISCA"
"1460",1460,"European Lime Association (EuLA)","other","EuLA"
"1461",1461,"GLASS ALLIANCE EUROPE AISBL (GAE)","other","GAE"
"1462",1462,"Groupe des Grandes Entreprises françaises","other","Groupe des Grandes Entreprises françaises"
"1463",1463,"Trades Union Congress (UK) (TUC)","other","TUC"
"1464",1464,"Association Française des Gestionnaires d'Infrastructures Ferroviaires Indépendants (AGIFI)","other","AGIFI"
"1465",1465,"European Logistics Association (ELA)","other","ELA"
"1466",1466,"European Federation of Neurological Associations (EFNA)","other","EFNA"
"1467",1467,"CM meeting with Harvard Kennedy School + SciencesPo Paris","other","CM meeting with Harvard Kennedy School + SciencesPo Paris"
"1468",1468,"Friends of Europe (FoE)","other","FoE"
"1469",1469,"Foundation for an Open Society DOTS (DOTS)","other","DOTS"
"1470",1470,"Stichting Lezen & Schrijven","other","Stichting Lezen & Schrijven"
"1471",1471,"European Agency for Special Needs and Inclusive Education","other","European Agency for Special Needs and Inclusive Education"
"1472",1472,"Magyar Tudományos Akadémia (MTA)","other","MTA"
"1473",1473,"European Public Health Alliance (EPHA)","other","EPHA"
"1474",1474,"Dell Inc","other","Dell Inc"
"1475",1475,"Trina Solar (Schweiz) AG","other","Schweiz"
"1476",1476,"Association Française de la Gestion financière (AFG)","other","AFG"
"1477",1477,"Fédération Nationale des Activités de la Dépollution et de l'Environnement (FNADE)","other","FNADE"
"1478",1478,"Deloitte Services & Investments","other","Deloitte Services & Investments"
"1479",1479,"Deutsche Gesetzliche Unfallversicherung e.V. (DGUV)","other","DGUV"
"1480",1480,"World Resources Institute (WRI)","other","WRI"
"1481",1481,"Confederation of Independent Football Associations (CONIFA)","other","CONIFA"
"1482",1482,"Easyfairs NV","other","Easyfairs NV"
"1483",1483,"CEEP - European Centre of Employers and Enterprises providing Public Services (CEEP)","other","CEEP"
"1484",1484,"Action contre la Faim (ACF)","other","ACF"
"1485",1485,"Boerenbond (BB)","other","BB"
"1486",1486,"Voluntary Organisations in Cooperation in Emergencies (VOICE asbl)","other","VOICE asbl"
"1487",1487,"Finance Watch","other","Finance Watch"
"1488",1488,"ICAP","other","ICAP"
"1489",1489,"Finnish Forest Industries Federation (Metsäteollisuus ry) (FFIF)","other","FFIF"
"1490",1490,"Institutional Investors Group on Climate Change (IIGCC)","other","IIGCC"
"1491",1491,"Lufthansa Group (LHG)","other","LHG"
"1492",1492,"European Digital Rights (EDRi)","other","EDRi"
"1493",1493,"Financial Reporting Council (FRC)","other","FRC"
"1494",1494,"Fédération Nationale des Transports Routiers (FNTR)","other","FNTR"
"1495",1495,"Seldia - The European Direct Selling Association (Seldia)","other","Seldia"
"1496",1496,"German Marshall Fund","other","German Marshall Fund"
"1497",1497,"Redburn (Europe) Limited","other","Europe"
"1498",1498,"Burson-Marsteller (B-M)","other","B-M"
"1499",1499,"Arizona Chemical. B.V. (Arizona Chemical)","other","Arizona Chemical"
"1500",1500,"Long-Term Infrastructure Investors Association (LTIIA)","other","LTIIA"
"1501",1501,"IRG Advisors LLP (Odgers Berndtson)","other","Odgers Berndtson"
"1502",1502,"Scope Ratings AG","other","Scope Ratings AG"
"1503",1503,"Junior Achievement Young Enterprise Europe (JA-YE Europe)","other","JA-YE Europe"
"1504",1504,"streetfootballworld gGmbH","other","streetfootballworld gGmbH"
"1505",1505,"ERRIN","other","ERRIN"
"1506",1506,"European Cockpit Association (ECA)","other","ECA"
"1507",1507,"Guardian Media Group (GMG)","other","GMG"
"1508",1508,"Consorzio nazionale per la raccolta il riciclaggio e il recupero degli imballaggi in plastica (COREPLA)","other","COREPLA"
"1509",1509,"Eco-Emballages","other","Eco-Emballages"
"1510",1510,"Asociación Española de Banca (AEB)","other","AEB"
"1511",1511,"INSTITUT NATIONAL DE L'AUDIOVISUEL (INA)","other","INA"
"1512",1512,"Sennheiser electronic (Sennheiser)","other","Sennheiser"
"1513",1513,"Amerikas Tirdzniecības Palāta Latvija (AmCham Latvia)","other","AmCham Latvia"
"1514",1514,"Cicero Consulting Limited (Cicero)","other","Cicero"
"1515",1515,"European Branded Clothing Alliance (EBCA)","other","EBCA"
"1516",1516,"Berbalk Communications (BC)","other","BC"
"1517",1517,"London Clearing House Clearnet (LCH.Clearnet)","other","LCH.Clearnet"
"1518",1518,"Biobased Industries Consortium (BIC)","other","BIC"
"1519",1519,"Association européenne du cautionnement (AECM)","other","AECM"
"1520",1520,"Pipistrel d.o.o. Ajdovščina (Pipistrel)","other","Pipistrel"
"1521",1521,"Malcolm Harbour CBE","other","Malcolm Harbour CBE"
"1522",1522,"Diehl Stiftung & Co. KG (Diehl)","other","Diehl"
"1523",1523,"Ile-de-France Europe (IdFE)","other","IdFE"
"1524",1524,"European Producers Club (EPC)","other","EPC"
"1525",1525,"EU Ukraine Business Council aisbl (EUUBC)","other","EUUBC"
"1526",1526,"The Western Union Company (WU)","other","WU"
"1527",1527,"N-square Consulting (N-square)","other","N-square"
"1528",1528,"CEMA - European Agricultural Machinery (CEMA)","other","CEMA"
"1529",1529,"Centre national de l'économie laitière (CNIEL)","other","CNIEL"
"1530",1530,"Confederazione Nazionale Coldiretti (Coldiretti)","other","Coldiretti"
"1531",1531,"Federation of European Rice Millers (FERM)","other","FERM"
"1532",1532,"EuroScience (ES)","other","ES"
"1533",1533,"Gothenburg European Office","other","Gothenburg European Office"
"1534",1534,"Evropský institut odkazu šoa","other","Evropský institut odkazu šoa"
"1535",1535,"Swedish Institute of International Affairs","other","Swedish Institute of International Affairs"
"1536",1536,"LEXMARK (LXK)","other","LXK"
"1537",1537,"RAI RADIOTELEVISIONE ITALIANA SpA (RAI)","other","RAI"
"1538",1538,"The Mentor Group","other","The Mentor Group"
"1539",1539,"Baden-Württembergischer Genossenschaftsverband e.V. (BWGV)","other","BWGV"
"1540",1540,"Financial Services Consumer Panel (FSCP)","other","FSCP"
"1541",1541,"Oil Companies International Marine Forum (OCIMF)","other","OCIMF"
"1542",1542,"EUROPEAN APPAREL AND TEXTILE CONFEDERATION (EURATEX)","other","EURATEX"
"1543",1543,"European Bioplastics","other","European Bioplastics"
"1544",1544,"Nomura International plc (Nomura)","other","Nomura"
"1545",1545,"The Brookings Institution","other","The Brookings Institution"
"1546",1546,"CI Investments Inc","other","CI Investments Inc"
"1547",1547,"European Fund and Asset Management Association (EFAMA)","other","EFAMA"
"1548",1548,"Nordic Financial Unions (NFU)","other","NFU"
"1549",1549,"Corporate Europe Observatory (CEO)","other","CEO"
"1550",1550,"Glass for Europe","other","Glass for Europe"
"1551",1551,"Shannon LNG Ltd","other","Shannon LNG Ltd"
"1552",1552,"European Container Glass Federation (FEVE)","other","FEVE"
"1553",1553,"European NGO Alliance for Child Safety Online (eNACSO)","other","eNACSO"
"1554",1554,"International Association of Privacy Professionals (IAPP)","other","IAPP"
"1555",1555,"EUREC- The association of European Renewable Energy Research Centres (EUREC)","other","EUREC"
"1556",1556,"Semiconductor Industry Association (SIA)","other","SIA"
"1557",1557,"Ενωση Περιφερειων Ελλαδας (ΕΝΠΕ)","other","ΕΝΠΕ"
"1558",1558,"Institut der Wirtschaftsprüfer in Deutschland e.V. (IDW)","other","IDW"
"1559",1559,"European Cider and Fruit Wine Association (AICV)","other","AICV"
"1560",1560,"Eo Ipso Communications","other","Eo Ipso Communications"
"1561",1561,"Swissport International Ltd. (SPI)","other","SPI"
"1562",1562,"European Alliance For Vision Research and Ophthalmology (EU-EYE)","other","EU-EYE"
"1563",1563,"CA Technologies","other","CA Technologies"
"1564",1564,"Interactive Advertising Bureau Europe (IAB Europe)","other","IAB Europe"
"1565",1565,"NCC AB","other","NCC AB"
"1566",1566,"Circular Economy Coalition for Europe (CEC4E or CEC4Europe)","other","CEC4E or CEC4Europe"
"1567",1567,"Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH (GIZ)","other","GIZ"
"1568",1568,"World Animal Protection","other","World Animal Protection"
"1569",1569,"Anheuser-Busch InBev nv/sa (ABI)","other","ABI"
"1570",1570,"World Business Council for Sustainable Development","other","World Business Council for Sustainable Development"
"1571",1571,"Southern Cloud","other","Southern Cloud"
"1572",1572,"ClientEarth","other","ClientEarth"
"1573",1573,"Energy Cities (Energy Cities)","other","Energy Cities"
"1574",1574,"Plan International - EU Office (n.a.)","other","n.a."
"1575",1575,"European Milk Board (EMB)","other","EMB"
"1576",1576,"Bridgewater","other","Bridgewater"
"1577",1577,"George Soros","other","George Soros"
"1578",1578,"European Creative Business Network (ECBN)","other","ECBN"
"1579",1579,"European Grassroots Antiracist Movement (EGAM)","other","EGAM"
"1580",1580,"Fraport AG - Frankfurt Airport Services Worldwide","other","Fraport AG - Frankfurt Airport Services Worldwide"
"1581",1581,"UITP - International Association of Public Transport (UITP)","other","UITP"
"1582",1582,"daa plc (daa)","other","daa"
"1583",1583,"Tele2 AB","other","Tele2 AB"
"1584",1584,"ECTAA, Group of National Travel Agents' and Tour Operators' Associations within the EU (ECTAA)","other","ECTAA"
"1585",1585,"Deutscher Fussball-Bund e.V. (DFB)","other","DFB"
"1586",1586,"Hachette Livre","other","Hachette Livre"
"1587",1587,"Energy UK","other","Energy UK"
"1588",1588,"MetLife","other","MetLife"
"1589",1589,"The European Lotteries (EL)","other","EL"
"1590",1590,"Alliance for European Logistics (AEL)","other","AEL"
"1591",1591,"Simply Europe (HDR)","other","HDR"
"1592",1592,"Workday","other","Workday"
"1593",1593,"European Roundtable of Industrialists","other","European Roundtable of Industrialists"
"1594",1594,"BLL German Federation for Food Law and Food Science","other","BLL German Federation for Food Law and Food Science"
"1595",1595,"WPP 2005 ltd (WPP)","other","WPP"
"1596",1596,"Reinsurance Association of America (RAA)","other","RAA"
"1597",1597,"The Alliance for Beverage Cartons and the Environment (ACE)","other","ACE"
"1598",1598,"DLA Piper UK LLP - Belgium (DLA Piper)","other","DLA Piper"
"1599",1599,"ASOCIACIÓN EMPRESARIAL EÓLICA (AEE)","other","AEE"
"1600",1600,"Global Green Growth Institute","other","Global Green Growth Institute"
"1601",1601,"Diageo","other","Diageo"
"1602",1602,"Confédération Européenne des Vignerons Indépendants (CEVI)","other","CEVI"
