"Commissioner","MemberName","Date","Location","Entity","Subject"
"Frans Timmermans","Riccardo Maggi
						            	|","03/06/2015","Confindustria","Confederazione Generale dell'Industria Italiana                                                         (Confindustria)                                                   |","Better Regulation"
"Frans Timmermans","Liene Balta
						            	|","03/06/2015","Berlaymont, Brussels","Human Rights Watch                                                         (HRW)                                                   |","Fundamental rights situation in Hungary"
"Frans Timmermans","Bernd Martenczuk
						            	|","01/06/2015","Brussels","OSCE                                       |","Freedom of the Media"
"Frans Timmermans","Alice Richard
						            	|","01/06/2015","Brussels","Association Européenne de la Pensée Libre -Europe                                                         (AEPL-EU)                                                   |","Meeting on free thinking"
"Frans Timmermans","Liene Balta
						            	|","28/05/2015","Berlaymont, Brussels","European Alliance for Human Rights in North Korea                                                         (EAHRNK)                                                   |","Migration agenda"
"Frans Timmermans","Sara Nelen
						            	|","27/05/2015","Berlaymont","Volkswagen Aktiengesellschaft                                                         (VOLKSWAGEN AG)                                                   |","sustainable development"
"Frans Timmermans","Riccardo Maggi
						            	|","26/05/2015","British Chamber of Commerce in Belgium","British Chamber of Commerce in Belgium                                                   |","Better Regulation"
"Frans Timmermans","Michelle Sutton
						            	|","26/05/2015","Berlaymont, Brussels","Alliance for Lobbying Transparency and Ethics Regulation                                                         (ALTER-EU)                                                   |","Transparency Register"
"Frans Timmermans","Sara Nelen
						            	|","21/05/2015","Berlaymont","European Bioplastics                                                   |","circular economy"
"Frans Timmermans","Michelle Sutton
						            	|","05/05/2015","Berlaymont, Brussels","Bagehot Limited                                                   |","Gibraltar"
"Frans Timmermans","Michelle Sutton
						            	|","04/05/2015","Phone call - Brussels","World Federation of Advertisers                                                         (WFA)                                                   |","Better Regulation"
"Frans Timmermans","Sara Nelen
						            	|","30/04/2015","Brussels","EURELECTRIC aisbl                                                         (EURELECTRIC)                                                   |","Energy Union"
"Frans Timmermans","Riccardo Maggi
						            	|","29/04/2015","BERL 12/217","Health Food Manufacturers' Association                                                         (HFMA)                                                   |","Better Regulation"
"Frans Timmermans","Antoine Colombani
						            	|","29/04/2015","Brussels","Cerame-Unie                                                   |","Better Regulation"
"Frans Timmermans","Antoine Colombani
						            	|","27/04/2015","Brussels","UNITEE AISBL                                                   |","New European Forums/Awards"
"Frans Timmermans","Bernardus Smulders
						            	|","24/04/2015","Autoworld Museum - Brussels","AKD advocaten & notarissen                                                   |","20th Anniversary Commemoration"
"Frans Timmermans","Sara Nelen
						            	|","24/04/2015","BERL 10/286","Environmental Services Association                                                         (ESA)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","23/04/2015","Berlaymont","Extended Producer Responsibility Alliance                                                         (EXPRA)                                                   |","circular economy"
"Frans Timmermans","Sara Nelen
						            	|","23/04/2015","BERL 12/243","Extended Producer Responsibility Alliance                                                         (EXPRA)                                                   |","Circular Economy"
"Frans Timmermans","Bernardus Smulders
						            	|","22/04/2015","Brussels - Berlaymont","Apple Inc.                                                   |","Evaluate Current EU regulatory and enforcement issues & digital single market"
"Frans Timmermans","Antoine Colombani
						            	|","21/04/2015","Brussels","Institute of Directors                                                         (IoD)                                                   |","Better Regulation"
"Frans Timmermans","Sara Nelen
						            	|","21/04/2015","BERL 8/275","LEXMARK                                                         (LXK)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","20/04/2015","BERL 10/286","Finnish Forest Industries Federation (Metsäteollisuus ry)                                                         (FFIF)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","20/04/2015","BERL 10/286","Euroheat & Power                                                         (EHP)                                                   |","Circular Economy"
"Frans Timmermans","Liene Balta
						            	|","16/04/2015","Berlaymont, Brussels","Orange                                                   |","Digital Single Market"
"Frans Timmermans","Sara Nelen
						            	|","15/04/2015","BERL 8/275","Reuse and Recycling European Union Social Enterprises                                                         (RREUSE)                                                   |","Circular Economy"
"Frans Timmermans","Michelle Sutton
						            	|","15/04/2015","Brussels","British Bankers' Association                                                         (BBA)                                                   |","Financial services"
"Frans Timmermans","Liene Balta
						            	|","15/04/2015","Berlaymont, Brussels","MEHTIYEVA Kamalia                                                   |","Challenges in mutual recognition in criminal law"
"Frans Timmermans","Sara Nelen
						            	|","14/04/2015","BERL 10/286","European Environmental Bureau                                                         (EEB)                                                   |","Circular Economy"
"Frans Timmermans","Alice Richard
						            	|
									            	
						            	Liene Balta
						            	|
									            	
						            	Bernd Martenczuk
						            	|","14/04/2015","Berlaymont, Brussels","International Federation for Human Rights                                                         (FIDH)                                                   |                                                                                 Platform of European Social NGOs                                                         (Social Platform)                                                   |                                                                                 European Network Against Racism                                                         (ENAR)                                                   |                                                                                 Amnesty International European Institutions Office                                                         (AI EIO)                                                   |                                                                                 European Youth Forum                                                   |                                                                                 Open Society European Policy Institute                                                         (OSEPI)                                                   |                                                                                 CEJI - A Jewish Contribution to an Inclusive Europe                                                         (CEJI)                                                   |                                                                                 Forum of European Muslim Youth and Student organisations                                                         (FEMYSO)                                                   |","Annual Colloquium on the situation of fundamental rights in the EU"
"Frans Timmermans","Antoine Colombani
						            	|","13/04/2015","Brussels","Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl                                                         (UEAPME)                                                   |","Better regulation / Small Business Act"
"Frans Timmermans","Liene Balta
						            	|","13/04/2015","Berlaymont, Brussels","Uber                                                   |","Exchange of views on Commission Work Programme in coming years"
"Frans Timmermans","Sara Nelen
						            	|","31/03/2015","BERL 8/275","VinylPlus                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","30/03/2015","BERL 12/243","De Groene Zaak                                                   |","Circular Economy"
"Frans Timmermans","Michelle Sutton
						            	|","26/03/2015","Brussels","King's College London                                                         (KCL)                                                   |","Commission priorities and Better Regulation"
"Frans Timmermans","Bernd Martenczuk
						            	|","25/03/2015","Berlaymont, Brussels","International Federation for Human Rights                                                         (FIDH)                                                   |","Fundamental Rights"
"Frans Timmermans","Sara Nelen
						            	|","25/03/2015","BER 12/243","Novozymes                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","25/03/2015","BERL 8/275","Confederation of European Waste-to-Energy Plants                                                         (CEWEP)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","25/03/2015","BERL 10/286","Unilever                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","25/03/2015","BERL 8/275","SURFRIDER FOUNDATION EUROPE                                                         (SFE)                                                   |","Circular Economy"
"Frans Timmermans","Antoine Colombani
						            	|","24/03/2015","Brussels","European Roundtable of Industrialists                                       |","Preparation of meeting with First Vice President (better regulation, digital single market, TTIP)"
"Frans Timmermans","Riccardo Maggi
						            	|","23/03/2015","BUSINESSEUROPE","BUSINESSEUROPE                                                   |","Better Regulation"
"Frans Timmermans","Sara Nelen
						            	|","23/03/2015","BERL 8/275","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","18/03/2015","BERL 10/286","PlasticsEurope                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","17/03/2015","BERL 12/243","International Institute for Sustainable Development - Europe                                                         (IISD-Europe)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","16/03/2015","BERL 8/275","Confederation of European Paper Industries                                                         (CEPI)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","13/03/2015","BERL 12/243","Conseil de Coopération Economique                                                         (CCE)                                                   |","Circular Economy"
"Frans Timmermans","Bernd Martenczuk
						            	|","12/03/2015","Berlaymont, Brussels","Deutscher Anwaltverein                                                         (DAV)                                                   |","Justice and Home affairs, better regulation, transparency"
"Frans Timmermans","Sara Nelen
						            	|","11/03/2015","BERL 8/275","Cambre Associates                                                         (Cambre)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","11/03/2015","BERL 8/275","European Insulation Manufacturers Association                                                         (EURIMA)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","10/03/2015","BERL 8/275","Friends of the Earth Europe                                                         (FoEE)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","10/03/2015","BERL 8/275","CECED (European Committee of Domestic Equipment Manufacturers)                                                         (CECED)                                                   |","Circular Economy"
"Frans Timmermans","Liene Balta
						            	|","05/03/2015","Berlaymont, Brussels","Ofcom                                                   |","Exchange views on digital single market"
"Frans Timmermans","Riccardo Maggi
						            	|","05/03/2015","BERL 10/093","Confederation of Danish Industry                                                         (DI)                                                   |","Better Regulation"
"Frans Timmermans","Bernd Martenczuk
						            	|","04/03/2015","Berlaymont, Brussels","European Law Institute                                                         (ELI)                                                   |","JHA, better regulation"
"Frans Timmermans","Sara Nelen
						            	|","04/03/2015","BERL 10/286","Kreab                                                   |","Circular Economy"
"Frans Timmermans","Bernardus Smulders
						            	|","03/03/2015","Brussels","ING Group                                                   |","Economic situation / financial services and better regulation"
"Frans Timmermans","Sara Nelen
						            	|","02/03/2015","BERL 10/286","International Institute for Environment and Development                                                         (IIED)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","27/02/2015","BERL 12/243","The European Organization for Packaging and the Environment                                                         (EUROPEN)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","27/02/2015","BERL 12/243","Tetra Pak International                                                   |","Circular Economy"
"Frans Timmermans","Bernardus Smulders
						            	|","25/02/2015","Brussels Belgium","EuroCommerce                                                   |","European Food products"
"Frans Timmermans","Riccardo Maggi
						            	|","25/02/2015","BERL 12/217","Confederation of Swedish Enterprise                                                   |","Better Regulation"
"Frans Timmermans","Sara Nelen
						            	|","25/02/2015	         
										
						
					
					
				    	
						|(Cancelled)","BERL 12/243","Municipal Waste Europe                                                         (MWE)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","25/02/2015","BERL 10/286","Plastics Recyclers Europe                                                         (PRE)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","25/02/2015","BERL 12/243","European Recycling Industries' Confederation                                                         (EuRIC)                                                   |","Circular Economy"
"Frans Timmermans","Sara Nelen
						            	|","24/02/2015","VB Wien","Municipal Waste Europe                                                         (MWE)                                                   |","Circular Economy"
"Frans Timmermans","Bernd Martenczuk
						            	|","20/02/2015","Berlaymont, Brussels","European Digital Rights                                                         (EDRi)                                                   |","TTIP, Data protection reform, rule of law on internet"
"Frans Timmermans","Antoine Colombani
						            	|","18/02/2015","Brussels","Zentralverband des Deutschen Handwerks e.V.                                                         (ZDH)                                                   |","Better Regulation"
"Frans Timmermans","Bernd Martenczuk
						            	|","17/02/2015","Berlaymont , Brussels","Deutscher Industrie- und Handelskammertag e.V.                                                         (DIHK)                                                   |","Better regulation, position of teh First Vice-President Timmermans within the Commission"
"Frans Timmermans","Antoine Colombani
						            	|","13/02/2015","Brussels","The European Steel Association                                                         (EUROFER)                                                   |","Better Regulation (preparation of the meeting with the First Vice President)"
"Frans Timmermans","Liene Balta
						            	|","06/02/2015","Berlaymont, Brussels","IFPI Representing recording industry worldwide                                                         (I.F.P.I.)                                                   |","Commission Work Programme"
"Frans Timmermans","Bernd Martenczuk
						            	|","02/02/2015","Berlaymont, Brussels","Coalition of European Organisations on Data Protection                                                   |","Data protection reform"
"Frans Timmermans","Bernardus Smulders
						            	|","29/01/2015","Amcham","American Chamber of Commerce to the European Union                                                         (AmCham EU)                                                   |","Better regulation and EU/US"
"Frans Timmermans","Michelle Sutton
						            	|
									            	
						            	Bernd Martenczuk
						            	|","27/01/2015","Brussels, Belgium","The ECI Campaign                                                         (ECI Campaign)                                                   |","European Citizens' Initiative"
"Frans Timmermans","Sara Nelen
						            	|","27/01/2015","BERL 12/243","SUEZ                                                   |","Circular Economy"
"Frans Timmermans","Michelle Sutton
						            	|","27/01/2015","Brussels, Belgium","The ECI Campaign                                                         (ECI Campaign)                                                   |","European Citizens' Initiative"
"Frans Timmermans","Michelle Sutton
						            	|","27/01/2015","Berlaymont, Brussels, Belgium","Centre for European Reform                                                         (CER)                                                   |","CWP and better regulation"
"Frans Timmermans","Alice Richard
						            	|","21/01/2015","Berlaymont - Brussels","Ile-de-France Europe                                                         (IdFE)                                                   |","Relations between the EU and European regions"
"Frans Timmermans","Antoine Colombani
						            	|","21/01/2015","Brussels","Le Cercle de l'Industrie                                                   |","Presentation of the activities of Le Cercle de l'Industrie; Better Regulation"
"Frans Timmermans","Bernd Martenczuk
						            	|","20/01/2015","Brussels, Belgium","Amnesty International European Institutions Office                                                         (AI EIO)                                                   |","Protection of fundamental rights"
"Frans Timmermans","Michelle Sutton
						            	|","20/01/2015","Brussels, Belgium","Finance Watch                                                   |","Better Regulation, Transparency, Financial Services"
"Frans Timmermans","Sara Nelen
						            	|","19/01/2015","BERL 12/243","Climate Action Network Europe                                                         (CAN Europe)                                                   |","Sustainable Economy"
"Frans Timmermans","Sara Nelen
						            	|","15/01/2015	         
										
						
					
					
				    	
						|(Cancelled)","Berlaymont - Brussels","Vereniging VNO-NCW                                                         (VNO-NCW)                                                   |","Sustainable development and circualr economy"
"Frans Timmermans","Sara Nelen
						            	|","15/01/2015","Berlaymont, Brussels","Vereniging VNO-NCW                                                         (VNO-NCW)                                                   |","Sustainable development and circular economy"
"Frans Timmermans","Michelle Sutton
						            	|","09/01/2015","Berlaymont - Brussels - Belgium","European Public Affairs Consultancies Association                                                         (EPACA)                                                   |","Transparency"
"Frans Timmermans","Sara Nelen
						            	|","12/12/2014","Berlaymont - Brussels","PlasticsEurope                                                   |","Waste legislation"
"Frans Timmermans","Michelle Sutton
						            	|","10/12/2014","Berlaymont","Alliance for Lobbying Transparency and Ethics Regulation                                                         (ALTER-EU)                                                   |","Mandatory transparency register"
"Frans Timmermans","Michelle Sutton
						            	|","09/12/2014","Brussels","Transparency International                                                         (TI)                                                   |","Transparency initiative, AML Directive, Treatment of NGOs/ Rule of Law"
"Frans Timmermans","Sara Nelen
						            	|","09/12/2014","Berlaymont - Brussels","Kreab                                                   |","Waste management"
"Frans Timmermans","Sara Nelen
						            	|","03/12/2014","Berlaymont - Brussels","Aviva Plc                                                         (Aviva)                                                   |","Sustainable capital markets"
"Karmenu  Vella","Juergen Mueller
						            	|","25/10/2015","Brussels","Transport and Environment (European Federation for Transport and Environment)                                                         (T&E)                                                   |","Monitoring and enforcement of EU environmental legislation"
"Karmenu  Vella","Andras Inotai
						            	|","22/10/2015","Brussels","MW Brands                                                   |","Illegal, Unregulated and Unreported Fishing"
"Karmenu  Vella","Andras Inotai
						            	|","21/10/2015","Brussels","SURFRIDER FOUNDATION EUROPE                                                         (SFE)                                                   |","Ocean Governance"
"Karmenu  Vella","Aurore Maillet
						            	|","21/10/2015","Brussels","Circular Economy Coalition for Europe                                                         (CEC4E or CEC4Europe)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","19/10/2015","Brussels","American Chamber of Commerce to the European Union                                                         (AmCham EU)                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","14/10/2015","Brussels","The Pew Charitable Trusts                                                         (Pew)                                                   |","Ocean Governance, Illegal, Unreported and Unregulated Fishing"
"Karmenu  Vella","Aurore Maillet
						            	|","09/10/2015","Brussels","WWF European Policy Programme                                                         (WWF EPO)                                                   |","Forest"
"Karmenu  Vella","Aurore Maillet
						            	|","01/10/2015","Brussels","Food & Water Europe                                                         (FWE)                                                   |                                                                                 Friends of the Earth Europe                                                         (FoEE)                                                   |","Shale Gas"
"Karmenu  Vella","Aurore Maillet
						            	|","29/09/2015","Brussels","European Ferrous Recovery & Recycling Federation                                                         (EFR)                                                   |                                                                                 Community of European Railway and Infrastructure Companies                                                         (CER)                                                   |                                                                                 EDSO for Smart Grids                                                         (EDSO)                                                   |                                                                                 UITP - International Association of Public Transport                                                         (UITP)                                                   |","Metal Theft"
"Karmenu  Vella","Aurore Maillet
						            	|","29/09/2015","Brussels","Dow Corning Europe                                                   |","REACH"
"Karmenu  Vella","Aurore Maillet
						            	|","14/09/2015","Brussels","European Aluminium AISBL                                                   |","Circular Economy"
"Karmenu  Vella","Juergen Mueller
						            	|
									            	
						            	Aurore Maillet
						            	|","14/09/2015","Brussels","Apple Inc.                                                   |","Circular economy package"
"Karmenu  Vella","Andras Inotai
						            	|","09/09/2015","Brussels","Ships and Maritime Equipment Association                                                         (SEA Europe)                                                   |","Blue Economy, Ocean Governance"
"Karmenu  Vella","Aurore Maillet
						            	|","08/09/2015","Brussels","European Insulation Manufacturers Association                                                         (EURIMA)                                                   |","Energy"
"Karmenu  Vella","Andrew Bianco
						            	|
									            	
						            	Gabriella Pace
						            	|","10/07/2015","Brussels","Lantbrukarnas Riksförbund                                                         (LRF)                                                   |","Wolves Policy"
"Karmenu  Vella","Andras Inotai
						            	|","08/07/2015","Brussels","The Pew Charitable Trusts                                                         (Pew)                                                   |","Ocean Governance, IUU, Blue Growth, RFMOs"
"Karmenu  Vella","Andras Inotai
						            	|","07/07/2015","Brussels","Google                                                   |","Google competition case"
"Karmenu  Vella","Patrick Costello
						            	|","02/07/2015","Brussels","European Coalition to End Animal Experiments                                                         (ECEAE)                                                   |","Citizens' Initiative Stop Vivisection"
"Karmenu  Vella","Aurore Maillet
						            	|","29/06/2015","Brussels","EUROPEAN TRADE UNION CONFEDERATION                                                         (ETUC)                                                   |","REACH"
"Karmenu  Vella","Aurore Maillet
						            	|","26/06/2015","Brussels","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |                                                                                 European Association for the Co-ordination of Consumer Representation in Standardisation                                                         (ANEC)                                                   |","Energy Labeling"
"Karmenu  Vella","Andras Inotai
						            	|","25/06/2015","Brussels","European Boating Industry                                                   |","Blue growth, nautical tourism"
"Karmenu  Vella","Andras Inotai
						            	|","23/06/2015","Brussels","Unit of Environmental Science and Technology                                                         (UEST)                                                   |","Green desalination"
"Karmenu  Vella","Patrick Costello
						            	|","18/06/2015","Brussels","Associazione Peacelink                                                         (PL)                                                   |","ILVA"
"Karmenu  Vella","Aurore Maillet
						            	|","17/06/2015","Brussels","Chemicals, Health and Environment Monitoring Trust                                                         (CHEM Trust)                                                   |","REACH"
"Karmenu  Vella","Aurore Maillet
						            	|","16/06/2015","Brussels","Association of the European Heating Industry                                                         (EHI)                                                   |","Energy Labelling"
"Karmenu  Vella","Andras Inotai
						            	|","15/06/2015","Brussels","WWF European Policy Programme                                                         (WWF EPO)                                                   |                                                                                 The Pew Charitable Trusts                                                         (Pew)                                                   |","Illegal, Unreported and Unregulated Fishing, Ocean Governance"
"Karmenu  Vella","Aurore Maillet
						            	|","15/06/2015","Brussels","Neste                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","11/06/2015","Brussels","Association of National Organisations of Fishing Enterprises in the European Union                                                         (Europêche)                                                   |","State Aid, Autonomous Tariff Quotas for fishery products, Sustainable Fisheries Partnership Agreements"
"Karmenu  Vella","Aurore Maillet
						            	|","10/06/2015","Brussels","Emerson Electric Co.                                                   |","Circular Economy"
"Karmenu  Vella","Patrick Costello
						            	|","10/06/2015","Brussels","Cruise Lines International Association Europe                                                         (CLIA Europe)                                                   |","Maritime transport"
"Karmenu  Vella","Patrick Costello
						            	|","05/06/2015","Brussels","Royal Society for the Protection of Birds                                                         (RSPB)                                                   |","Birds and Habitats Directives"
"Karmenu  Vella","Aurore Maillet
						            	|","04/06/2015","Brussels","VERBOND VAN BELGISCHE ONDERNEMINGEN / FEDERATION DES ENTREPRISES DE BELGIQUE                                                         (VBO / FEB)                                                   |","Circular Economy"
"Karmenu  Vella","Patrick Costello
						            	|","03/06/2015","Brussels","AMC Strategy                                                   |","Bloomberg policy briefings"
"Karmenu  Vella","Aurore Maillet
						            	|","01/06/2015","Brussels","IKEA Services B.V.                                                         (IKEA)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","20/05/2015","Brussels","Consorzio nazionale per la raccolta il riciclaggio e il recupero degli imballaggi in plastica                                                         (COREPLA)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","20/05/2015","Brussels","Eco-Emballages                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","19/05/2015","Brussels","BUSINESSEUROPE                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","19/05/2015","Brussels","Fédération Nationale des Activités de la Dépollution et de l'Environnement                                                         (FNADE)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","13/05/2015","Brussels","Humane Society International/Europe                                                         (HSI/Europe)                                                   |","REACH"
"Karmenu  Vella","Aurore Maillet
						            	|","12/05/2015","Brussels","St1 Biofuels Oy                                                         (St1)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","08/05/2015","Brussels","BUSINESSEUROPE                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","07/05/2015","Brussels","ETVA INDUSTRIAL & BUSINESS PARKS S.A.                                                         (ETVA VIPE S.A.)                                                   |                                                                                 LITUS ADVISORY SA                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","06/05/2015","Brussels","Ocean Energy Europe                                                         (OEE)                                                   |","Ocean Energy, Energy Union"
"Karmenu  Vella","Aurore Maillet
						            	|","06/05/2015","Brussels","European Community Shipowner's Associations                                                         (ECSA)                                                   |","Ship Recycling"
"Karmenu  Vella","Andras Inotai
						            	|","05/05/2015","Brussels","Institute for Advanced Sustainability Studies e.V.                                                         (IASS)                                                   |","Ocean Governance"
"Karmenu  Vella","Andras Inotai
						            	|","30/04/2015","Brussels","The Pew Charitable Trusts                                                         (Pew)                                                   |                                                                                 WWF European Policy Programme                                                         (WWF EPO)                                                   |                                                                                 Environmental Justice Foundation                                                         (EJF)                                                   |","IUU fishing"
"Karmenu  Vella","Andras Inotai
						            	|","24/04/2015","Brussels","WWF European Policy Programme                                                         (WWF EPO)                                                   |","IUU fishing"
"Karmenu  Vella","Aurore Maillet
						            	|","23/04/2015","Brussels","BUSINESSEUROPE                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","23/04/2015","Brussels","Extended Producer Responsibility Alliance                                                         (EXPRA)                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","22/04/2015","Brussels","Yelp                                                   |","Google, Digital Single Market"
"Karmenu  Vella","Aurore Maillet
						            	|","21/04/2015","Brussels","European Environmental Bureau                                                         (EEB)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","21/04/2015","Brussels","LEXMARK                                                         (LXK)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","20/04/2015","Brussels","Finnish Forest Industries Federation (Metsäteollisuus ry)                                                         (FFIF)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","20/04/2015","Brussels","Euroheat & Power                                                         (EHP)                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","17/04/2015","Brussels","Environmental Justice Foundation                                                         (EJF)                                                   |","Illegal, Unreported and Unregulated Fishing"
"Karmenu  Vella","Aurore Maillet
						            	|","15/04/2015","Brussels","Reuse and Recycling European Union Social Enterprises                                                         (RREUSE)                                                   |","Circular Economy"
"Karmenu  Vella","Patrick Costello
						            	|","15/04/2015","Brussels","Deutscher Bauernverband                                                         (DBV)                                                   |","NEC directive"
"Karmenu  Vella","Aurore Maillet
						            	|","14/04/2015","Brussels","European Chemical Industry Council                                                         (Cefic)                                                   |","Sustainable Chemistry"
"Karmenu  Vella","Patrick Costello
						            	|","14/04/2015","Brussels","Fertilizers Europe                                                   |","Circular economy, Air quality, Nitrates"
"Karmenu  Vella","Aurore Maillet
						            	|","08/04/2015","Brussels","Conservation International Europe                                                         (CI-E)                                                   |","Deforestation"
"Karmenu  Vella","Aurore Maillet
						            	|","31/03/2015","Brussels","VinylPlus                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","30/03/2015","Brussels","De Groene Zaak                                                   |","Circular economy"
"Karmenu  Vella","Aurore Maillet
						            	|","30/03/2015","Brussels","American Chamber of Commerce to the European Union                                                         (AmCham EU)                                                   |","Circular Economy and Chemicals"
"Karmenu  Vella","Juergen Mueller
						            	|","26/03/2015","Brussels","European Alliance to Save Energy                                                         (EU-ASE)                                                   |                                                                                 European Climate Foundation                                                         (ECF)                                                   |","Energy efficiency policies: follow-up to Energy Union Communication / link to environment policies"
"Karmenu  Vella","Juergen Mueller
						            	|","25/03/2015","Brussels","FuelsEurope                                                         (FuelsEurope)                                                   |","Effects on fuel industry of EU environmental / climate policies"
"Karmenu  Vella","Andras Inotai
						            	|","25/03/2015","Brussels","Compassion in World Farming                                                   |","Animal welfare and aquaculture"
"Karmenu  Vella","Aurore Maillet
						            	|","25/03/2015","Brussels","Unilever                                                   |","Circular economy"
"Karmenu  Vella","Aurore Maillet
						            	|","25/03/2015","Brussels","Confederation of European Waste-to-Energy Plants                                                         (CEWEP)                                                   |","Circular economy"
"Karmenu  Vella","Aurore Maillet
						            	|","25/03/2015","Brussels","SURFRIDER FOUNDATION EUROPE                                                         (SFE)                                                   |","Circular Economy"
"Karmenu  Vella","Juergen Mueller
						            	|","24/03/2015","Brussels","European Gas Limited                                                         (EGL)                                                   |","Coal Bed Methane: environmental impacts"
"Karmenu  Vella","Aurore Maillet
						            	|","23/03/2015","Brussels","Bureau Européen des Unions de Consommateurs                                                         (BEUC)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","18/03/2015","Brussels","PlasticsEurope                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","17/03/2015","Brussels","International Institute for Environment and Development                                                         (IIED)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","16/03/2015","Brussels","Ian Michler                                                   |","Wildlife"
"Karmenu  Vella","Aurore Maillet
						            	|","16/03/2015","Brussels","Confederation of European Paper Industries                                                         (CEPI)                                                   |","Circular Economy"
"Karmenu  Vella","Aurore Maillet
						            	|","13/03/2015","Brussels","Conseil de Coopération Economique                                                         (CCE)                                                   |","Circular Economy"
"Karmenu  Vella","Andras Inotai
						            	|","12/03/2015","Brussels","Organización de Productores Asociados de Grandes Atuneros Congeladores                                                         (OPAGAC)                                                   |","Control, Electronic Monitoring System, Tuna Transparency Initiative"
"Karmenu  Vella","Patrick Costello
						            	|","12/03/2015","Brussels","European Farmers                                                         (COPA)                                                   |                                                                                 European agri-cooperatives                                                         (COGECA)                                                   |","NEC Directive (Meeting with Policy Coordination Committee of Copa and the Cooperative Coordination Committee of Cogeca)"
