Name,Type,TR Country,Category of registration,Level of interest,Fields of interest,Lobbying cost,Members FTE,Orbis Country,Country ISO,City,BvD ID,BvD sectors,NAICS,Last year,Revenue,Shareholders funds,Assets,Nb employees,corporate group size,Entity type,GUO Name,GUO Country ISO,GUO Type,GUO NAICS,GUO Revenue,GUO Assets,GUO Nb employees,Betweenness,Closeness,Degree,Strength
The Currency Exchange Fund,Organization,NETHERLANDS,Companies and groups,Global,"Trade, Culture, External relations, Banking and financial services, Climate action, European neighbourhood policy, Foreign affairs and security policy, Humanitarian aid and civil protection, International co-operation and development",-10000,0.25,Netherlands,NL,AMSTERDAM,NL34277912,"Banking, Insurance & Financial Services",Depository Credit Intermediation,2022,30059,838186,1549559,35,0,Independent co,,,,,,,,0,0.176690062235271,1,1
Gas Transmission System Operator of Ukraine,Organization,,,,,,,Ukraine,UA,KIEV,UA42795490,"Transport, Freight & Storage",Other Pipeline Transportation,2022,1271429.7626823,2162322.19205145,2730001.54795733,10395,18564,Controlled subs.,UKRAINE,UA,"Public authority, state, government",,,,,0,0.181098659979625,1,1
GSK,Organization,UNITED KINGDOM,Companies and groups,"European, Global, National, Regional/local","Trade, Competition, Economy, finance and the euro, Employment and social affairs, Environment, Taxation, External relations, Public health, Business and industry, Digital economy and society, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Research and innovation, Single market",900000-999999,4,United Kingdom,GB,BRENTFORD,GB03888792,"Chemicals, Petroleum, Rubber & Plastic",Pharmaceutical and Medicine Manufacturing,2022,44224379.1072369,12183849.0276337,72584170.3264713,69400,492,GUO,GSK PLC,GB,Corporate,Pharmaceutical and Medicine Manufacturing,44224,72584,69400,8.54042049288433E-14,0.183058204746364,2,2
EU National Institutes for Culture,Organization,BELGIUM,"Other organisations, public or mixed entities",Global,"Culture, Youth, Sport, Culture and media, Education and training",-10000,2,Belgium,BE,BRUXELLES,BE0473098395,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,,312.354726735949,1635.67617902219,8,0,Single location,,,,,,,,0,0.146208449848793,1,1
Cancer Research UK,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar","European, Global, National, Regional/local","Public health, International co-operation and development, Research and innovation",748850790,0.75,United Kingdom,GB,LONDON,GB04325234,"Public Administration, Education, Health Social Services",Offices of Other Health Practitioners,2021,877439.401626587,496143.745422363,1278817.0665741,4312,8,GUO,CANCER RESEARCH UK,GB,Corporate,Offices of Other Health Practitioners,877,1279,4312,0,0.164502719170866,1,1
DHL Group,Organization,,,,,,,United Kingdom,GB,LEEDS,GB09944233,Business Services,Business Support Services,2021,,156862.804253212,156862.804253212,,125,Controlled subs.,DALMORE HOLDINGS LIMITED,GB,Corporate,,,,,8.43511319760783E-12,0.226550858756176,16,21
Anti-Slavery International,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar","European, Global, National","Trade, Justice and fundamental rights, External relations, International co-operation and development",3294377,2.75,United Kingdom,GB,LONDON,GB03079904,,,2021,4560.60318480682,1576.23161606216,2125.2606096077,38,0,Single location,,,,,,,,3.75534952077148E-12,0.249638127335969,16,17
Generali Deutschland AG,Organization,,,,,,,Germany,DE,MUNCHEN,DEFEI1007378,"Banking, Insurance & Financial Services",Insurance Carriers,2021,995551.139860153,3192764.02353287,10120559.5784068,,904,Controlled subs.,ASSICURAZIONI GENERALI SPA,IT,Insurance company,Insurance Carriers,85079,553620,,0,0.185900220409608,1,1
Novo Nordisk Foundation,Organization,DENMARK,"Other organisations, public or mixed entities","Global, National","Agriculture and rural development, Energy, Environment, Public health, Food safety, Business and industry, Climate action, Humanitarian aid and civil protection, Research and innovation",100000-199999,0,Denmark,DK,HELLERUP,DK10582989,"Banking, Insurance & Financial Services",Other Financial Investment Activities,2022,29867185.614109,34993974.6545255,69085651.6491473,74196,445,GUO,NOVO NORDISK FONDEN,DK,"Foundation, research Institute",Other Financial Investment Activities,29867,69086,74196,2.77697067963565E-13,0.184939180537772,2,2
International Committee on the Rights of Sex Workers in Europe,Organization,NETHERLANDS,"Non-governmental organisations, platforms and networks and similar","European, National","Justice and fundamental rights, Public health, Digital economy and society, Migration and asylum",515125,3.25,,,,,,,,,,,,,,,,,,,,,0,0.173984400879333,1,1
ACT | The App Association,Organization,BELGIUM,Trade and business associations,Global,"Trade, Competition, Taxation, Public health, Digital economy and society, Education and training, Research and innovation, Single market",100000-199999,1,Republic of Korea,KR,DAEGU,KR1701110262452,"Industrial, Electric & Electronic Machinery",Semiconductor and Other Electronic Component Manufacturing,2022,45822.1044273803,55975.5247254309,95125.1145941853,,0,Independent co,,,,,,,,4.86450881858954E-13,0.202822488634568,5,6
Mobilians,Organization,FRANCE,Trade unions and professional associations,"European, National, Regional/local","Trade, Competition, Energy, Environment, Taxation, Transport, Climate action",25000-49999,0.75,Republic of Korea,KR,SEOUL,KR1101111911050,"Banking, Insurance & Financial Services",Activities Related to Credit Intermediation,2022,217878.033779584,242811.472491433,374172.518097698,,7,Controlled subs.,"KGINICIS CO.,LTD.",KR,Corporate,Manufacturing and Reproducing Magnetic and Optical Media,929,1147,,0,0.191536268399417,1,1
Association of Finnish Local and Regional Authorities,Organization,FINLAND,"Other organisations, public or mixed entities","European, Global, National, Regional/local","Agriculture and rural development, Budget, Employment and social affairs, Energy, Environment, Youth, Justice and fundamental rights, Regional policy, Trans-European Networks, Transport, Climate action, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Institutional affairs, Migration and asylum, Research and innovation",23866792,7,Finland,FI,,FI*1680167,,,,,,,,0,Single location,,,,,,,,0,0.177223926380368,1,1
Związek Pracodawców Transport i Logistyka Polska,Organization,POLAND,Trade and business associations,"European, National","Employment and social affairs, Trans-European Networks, Transport, Climate action, International co-operation and development, Single market",50000-99999,2.25,Poland,PL,WARSZAWA,PL147400599,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,754.926115348935,372.413796544075,579.802961021662,7,0,Single location,,,,,,,,3.62857645259859E-17,0.168415682845066,2,2
European Games Developer Federation,Organization,SWEDEN,Trade and business associations,European,"Budget, Trade, Competition, Culture, Enlargement, Employment and social affairs, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, Sport, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Migration and asylum, Research and innovation, Single market",25000-49999,1,Sweden,SE,STOCKHOLM,SE7696161335,,,2021,,,,0,2,GUO,EUROPEAN GAMES DEVELOPER FEDERATION EKONOMISK FOERENING,SE,Corporate,,,,0,0,0.1934085431173,1,1
Politics Matters,Organization,,,,,,,Belgium,BE,WAASMONT,BE0864532690,Business Services,"Management, Scientific, and Technical Consulting Services",2022,,858.601194570422,2138.6026817193,2,0,Single location,,,,,,,,0,0.180795468769558,1,1
Instituto Francisco Sá Carneiro,Organization,PORTUGAL,Think tanks and research institutions,"European, National, Regional/local","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Fraud prevention, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries, Migration and asylum, Research and innovation, Single market",40000,0,Portugal,PT,LISBOA,PT501101268,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",,,,,,0,Single location,,,,,,,,6.49869813799737E-15,0.1865334323443,2,2
DTEK,Organization,,,,,,,Netherlands,NL,AMSTERDAM,NL59950293,Business Services,Management of Companies and Enterprises,2021,,2574803.40273625,8464525.04814613,61300,490,Controlled subs.,MR RINAT LEONIDOVICH AKHMETOV,UA,One or more named individuals or families,,,,,9.03530811472782E-13,0.202420993623432,8,8
European Labour Mobility Institute Association,Organization,POLAND,"Non-governmental organisations, platforms and networks and similar","European, National","Employment and social affairs, Fraud prevention, International co-operation and development, Single market",58549,4,Bulgaria,BG,SOFIA,BG130933679,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2019,,24.6984493732452,26.4215970039368,2,0,Single location,,,,,,,,1.65099552605536E-14,0.190733221088772,2,2
ITI - The Information Technology Industry Council,Organization,UNITED STATES,Trade and business associations,"European, Global","Trade, Competition, Economy, finance and the euro, Environment, Taxation, Justice and fundamental rights, External relations, Business and industry, Consumers, Digital economy and society, Research and innovation, Single market",600000-699999,6,,,,,,,,,,,,,,,,,,,,,2.93720776556874E-12,0.220456366619605,14,20
UTEXBEL,Organization,BELGIUM,Trade and business associations,"European, National, Regional/local","Trade, Competition, Energy, Environment, Transport, Business and industry, Climate action, Consumers, Digital economy and society, Education and training",25000-49999,1,Belgium,BE,RONSE,BE0414196928,Textiles & Clothing Manufacturing,"Fiber, Yarn, and Thread Mills",2022,146655.741208535,29176.235971992,102500.2705512,897,5,GUO,UTEXBEL,BE,Corporate,"Fiber, Yarn, and Thread Mills",147,103,897,2.5077155027416E-15,0.1982874008992,2,2
Corporate Diplomacy Ltd,Organization,,,,,,,United Kingdom,GB,EAST GRINSTEAD,GB11810268,Business Services,"Advertising, Public Relations, and Related Services",2021,,-10.0364997560978,,1,2,Controlled subs.,MRS NATALIA FEDERIGHI,GB,One or more named individuals or families,,,,,1.37659656245209E-12,0.18967809714539,4,4
Zespri International Limited,Organization,NEW ZEALAND,Companies and groups,"European, Global, National, Regional/local","Agriculture and rural development, Trade, Competition, Customs, Energy, Environment, Public health, Food safety, Climate action, Consumers, Research and innovation, Single market",50000-99999,1.5,New Zealand,NZ,,NZ9429038940354,Wholesale,Grocery and Related Product Merchant Wholesalers,2022,,,,118,34,Controlled subs.,ZESPRI GROUP LIMITED,NZ,Corporate,Fruit and Tree Nut Farming,2592,640,,2.12966889537611E-14,0.176966077034995,2,2
Duralim,Organization,FRANCE,Trade unions and professional associations,"European, National","Agriculture and rural development, Competition, Environment, Food safety, Business and industry, Climate action",50000-99999,1,Spain,ES,MADRID,ESB81311375,Business Services,Services to Buildings and Dwellings,2022,1893.49195149128,1575.86312493778,1746.55987248753,54,0,Independent co,,,,,,,,0,0.180795468769558,1,1
Europeans for Fair Competition,Organization,BELGIUM,Trade unions and professional associations,European,"Competition, Economy, finance and the euro, External relations, Transport, Foreign affairs and security policy, International co-operation and development, Single market",100000-199999,0.5,United States of America,US,WASHINGTON,US312989069L,,,2022,100,,,2,0,Single location,,,,,,,,6.38128985570553E-14,0.182543443917851,3,3
European Family Businesses,Organization,SPAIN,Trade and business associations,European,"Competition, Economy, finance and the euro, Employment and social affairs, Environment, Taxation, Justice and fundamental rights, Regional policy, Banking and financial services, Borders and security, Business and industry, Education and training, Research and innovation, Single market",300000-399999,2.75,Spain,ES,BARCELONA,ESV61952057,Business Services,Business Support Services,2020,517.659202060699,-15.1225877012908,96.7576878136039,2,0,Independent co,EUROPEAN FAMILY BUSINESSES AEIE,ES,Corporate,Business Support Services,1,0,2,3.18219535567527E-15,0.220983380825795,2,2
The Traidcraft Exchange,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar","Global, National","Trade, Competition, Single market",-10000,0,United Kingdom,GB,NEWCASTLE UPON TYNE,GB03031674,"Travel, Personal & Leisure",Other Personal Services,2021,5570.16120317078,2715.4970975647,4144.11544896698,55,0,Single location,,,,,,,,4.0414286727751E-13,0.230979890456962,5,5
Teknikföretagen,Organization,SWEDEN,Trade and business associations,National,"Trade, Competition, Employment and social affairs, Energy, Environment, Justice and fundamental rights, External relations, Trans-European Networks, Transport, Business and industry, Climate action, Digital economy and society, Education and training, Research and innovation, Single market",700000-799999,3,Sweden,SE,STOCKHOLM,SE5564513827,,,2010,236.065573453903,159.9105810076,188.97168380022,0,0,Single location,,,,,,,,1.67864893592587E-12,0.216771409811462,9,9
"Aerospace, Security and Defence Industries Association of Europe",Organization,BELGIUM,Trade and business associations,European,"Budget, Trade, Competition, Economy, finance and the euro, Energy, Environment, Taxation, Regional policy, External relations, Trans-European Networks, Transport, Borders and security, Business and industry, Climate action, Digital economy and society, Foreign affairs and security policy, Institutional affairs, Research and innovation, Single market",200000-299999,3.5,Belgium,BE,BRUXELLES,BE0456592559,Business Services,"Other Professional, Scientific, and Technical Services",2022,4414.47502658784,2623.84434051096,3546.53075961709,16,0,Single location,,,,,,,,7.37381352592793E-12,0.234238799918913,16,22
Electricity Association of Ireland,Organization,IRELAND,Trade and business associations,"European, National, Regional/local","Competition, Economy, finance and the euro, Energy, Environment, Taxation, Trans-European Networks, Transport, Climate action, Research and innovation, Single market",400000-499999,4,Ireland,IE,DUBLIN,IE443598,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2021,,362.296186351776,390.971360936165,3,0,Single location,,,,,,,,0,0.195761189984075,1,1
OsloMet – Oslo Metropolitan University,Organization,NORWAY,Academic institutions,"European, Global, National, Regional/local","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, European neighbourhood policy, Foreign affairs and security policy, Fraud prevention, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries, Migration and asylum, Research and innovation, Single market",278000000,0.25,,,,,,,,,,,,,,,,,,,,,3.84442344995786E-14,0.193732814700557,2,2
Rada Sektora Wołowiny,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.170046503414175,1,1
AEGON N.V.,Organization,NETHERLANDS,Companies and groups,"European, Global, National","Trade, Competition, Economy, finance and the euro, Employment and social affairs, Environment, Taxation, Justice and fundamental rights, External relations, Banking and financial services, Business and industry, Climate action, Consumers, Digital economy and society, Fraud prevention, Institutional affairs, Single market",200000-299999,2,Netherlands,NL,DEN HAAG,NL27076669,"Banking, Insurance & Financial Services",Insurance Carriers,2022,14070580.4491043,12272293.7119007,427638132.424355,,583,GUO,AEGON NV,NL,Insurance company,Insurance Carriers,14071,427638,,0,0.18048483333854,1,1
Mundys Group,Organization,ITALY,Companies and groups,Global,"Competition, Economy, finance and the euro, Environment, Trans-European Networks, Transport, Climate action, Consumers, Digital economy and society",100000-199999,1,,,,,,,,,,,,,,,,,,,,,1.23814163863661E-12,0.225234883630268,6,7
Transnational Alliance to Combat Illicit Trade,Organization,UNITED STATES,Trade and business associations,Global,"Trade, Customs, Regional policy, Public health, Food safety, Borders and security, Consumers, Fraud prevention, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries",10000-24999,0.25,United States of America,US,FORT MYERS,US318507527L,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,440,,,4,0,Single location,,,,,,,,0,0.163494870887867,1,1
Confederazione Nazionale dell'Artigianato e della Piccola e Media Impresa,Organization,ITALY,Trade and business associations,"National, Regional/local","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Borders and security, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries, Research and innovation, Single market",100000-199999,2.75,Italy,IT,VERONA,IT80008340236,,,,,,,,2,GUO,CONFEDERAZIONE NAZIONALE DELL'ARTIGIANATO E DELLA PICCOLA E MEDIA IMPRESA,IT,Corporate,,,,,3.94887558925635E-15,0.193619196032105,2,2
Boehringer Ingelheim,Organization,GERMANY,Companies and groups,Global,"Agriculture and rural development, Trade, Competition, Customs, Economy, finance and the euro, Employment and social affairs, Environment, Taxation, Public health, Food safety, Business and industry, Climate action, Consumers, Digital economy and society, International co-operation and development, Research and innovation, Single market",600000-699999,1.5,France,FR,PARIS,FR337280226,Wholesale,Drugs and Druggists' Sundries Merchant Wholesalers,2020,411533.451658961,103755.60442359,280597.845627037,394,241,Controlled subs.,C.H. BOEHRINGER SOHN AG & CO. KG,DE,Corporate,Management of Companies and Enterprises,26724,46005,51642,2.45538468619599E-12,0.220057513949989,8,8
Handwerkskammer Erfurt,Organization,GERMANY,Trade unions and professional associations,"European, Global, National, Regional/local","Trans-European Networks, Digital economy and society, Education and training",25000-49999,2.5,Germany,DE,ERFURT,DE820560429,,,,,,,,3,GUO,HANDWERKSKAMMER ERFURT,DE,Corporate,,,,,1.00154271400247E-14,0.191851101628783,2,2
Novozymes A/S,Organization,DENMARK,Companies and groups,Global,"Agriculture and rural development, Energy, Environment, Food safety, Transport, Business and industry, Climate action, Research and innovation, Single market",700000-799999,1.5,Denmark,DK,BAGSVAERD,DK10007127,"Chemicals, Petroleum, Rubber & Plastic",Pharmaceutical and Medicine Manufacturing,2022,2557155.45675159,2040675.74393749,4013510.6369555,6781,445,Controlled subs.,NOVO NORDISK FONDEN,DK,"Foundation, research Institute",Other Financial Investment Activities,29867,69086,74196,2.9208458458689E-14,0.186364955969162,2,2
European Energy Network EnR,Organization,GERMANY,"Other organisations, public or mixed entities",European,"Employment and social affairs, Energy, Environment, Youth, Regional policy, External relations, Transport, Business and industry, Climate action, Communication, Consumers, Digital economy and society, European neighbourhood policy, Institutional affairs, International co-operation and development, Research and innovation, Single market",10000-24999,8.75,,,,,,,,,,,,,,,,,,,,,1.35773266050235E-14,0.183526309937898,2,2
Greenpeace European Unit,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar","European, Global, National","Agriculture and rural development, Budget, Trade, Competition, Economy, finance and the euro, Energy, Environment, Public health, Food safety, Transport, Business and industry, Climate action, Maritime affairs and fisheries, Research and innovation",2142604,2.75,Belgium,BE,BRUSSEL,BE0457563648,Business Services,Business Support Services,2022,,208.511667158604,1254.28260061026,18,0,Single location,,,,,,,,4.56042704070428E-11,0.268047694163496,58,59
Asociación Valenciana de Empresas del Sector de la Energía,Organization,,,,,,,Spain,ES,VALENCIA,ESG97735302,Business Services,Business Support Services,2013,202.432291656518,2.76941201290727,821.15651305585,1,0,Single location,,,,,,,,9.05144319986058E-15,0.22740243638439,3,3
International Wool Textile Organisation,Organization,BELGIUM,Trade and business associations,Global,"Agriculture and rural development, Trade, Customs, Environment, Taxation, Youth, Regional policy, Sport, Climate action, Consumers, Education and training, Research and innovation",-10000,0.25,Belgium,BE,BRUXELLES,BE0541803891,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2023,,,,1,0,Single location,,,,,,,,1.72700034401121E-13,0.199675128307038,2,2
Metallinjalostajat ry - Finnish Steel and Metal Producers,Organization,FINLAND,Trade and business associations,European,"Trade, Competition, Energy, Environment, External relations, Climate action, Education and training, Research and innovation, Single market",25000-49999,1.5,Finland,FI,HELSINKI,FI15169191,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,106.659948825836,,,2,0,Single location,,,,,,,,0,0.204894050891036,1,1
"Arnika, z.s.",Organization,CZECH REPUBLIC,"Non-governmental organisations, platforms and networks and similar","European, Global, National, Regional/local","Environment, Justice and fundamental rights, Public health, Food safety, Climate action, Consumers, Foreign affairs and security policy, International co-operation and development, Research and innovation",902807,0,Czech Republic,CZ,PRAHA 3,CZ26543281,,,2019,88.4134247899055,,,3,0,Independent co,,,,,,,,0,0.20362309901845,1,1
"Fundación Maldita.es contra la desinformación: periodismo, educación investigación y datos en nuevos formatos",Organization,SPAIN,"Non-governmental organisations, platforms and networks and similar","European, Global, National, Regional/local","Competition, External relations, Public health, Borders and security, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Foreign affairs and security policy, Fraud prevention, Migration and asylum",607574,2.25,Spain,ES,MADRID,ESG88519038,Printing & Publishing,"Newspaper, Periodical, Book, and Directory Publishers",,,,,,0,Single location,,,,,,,,4.45130354185698E-13,0.226515329726339,5,5
"Slovenský plynárenský priemysel, a.s.",Organization,SLOVAKIA,Companies and groups,European,"Competition, Energy, Environment, Justice and fundamental rights, Transport, Business and industry, Climate action, Consumers, Digital economy and society, Fraud prevention, Institutional affairs",25000-49999,0.5,Slovakia,SK,BRATISLAVA,SK35815256,Utilities,Natural Gas Distribution,2022,5429470.29840529,3374568.25712264,6953789.22445536,711,24,GUO,"SLOVENSKY PLYNARENSKY PRIEMYSEL, A.S.",SK,Corporate,Natural Gas Distribution,5429,6954,711,8.07774068230967E-14,0.197285299641455,3,3
Sciaena - Ocean # Conservation # Awareness,Organization,PORTUGAL,"Non-governmental organisations, platforms and networks and similar","European, Global, National, Regional/local","Energy, Environment, Public health, Climate action, Maritime affairs and fisheries, Research and innovation",230000,1.5,,,,,,,,,,,,,,,,,,,,,1.19736528455114E-13,0.210370127623937,9,9
Christian Aid Ireland,Organization,,,,,,,Ireland,IE,DUBLIN,IE426928,"Travel, Personal & Leisure",Other Personal Services,2021,10073.0444352627,7574.21007072926,8026.02063775063,157,0,Single location,,,,,,,,6.40361983348774E-15,0.20458207184717,2,2
Consumer Choice Center,Organization,,,,,,,United States of America,US,ALEXANDRIA,US327901427L,"Public Administration, Education, Health Social Services",Social Advocacy Organizations,2022,270,,,6,0,Single location,,,,,,,,0,0.180795468769558,1,1
GreenBuzz Bern,Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.191152872669523,1,1
Ile-de-France Europe,Organization,,,,,,,France,FR,ST OUEN SUR SEINE,FR424183440,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations", ,,,,,0,Single location, , , , ,,,,0,0.181630984941369,1,1
Danone,Organization,FRANCE,Companies and groups,"European, Global","Agriculture and rural development, Trade, Competition, Customs, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Taxation, Youth, Public health, Food safety, Business and industry, Climate action, Consumers, Culture and media, Education and training, Research and innovation, Single market",400000-499999,2.75,France,FR,PARIS,FR552032534,Food & Tobacco Manufacturing,Dairy Product Manufacturing,2022,29503208.4447145,19190257.9927444,48296691.4278269,96166,538,GUO,DANONE,FR,Corporate,Dairy Product Manufacturing,29503,48297,96166,1.28954980340526E-11,0.261065045977271,24,29
COMMUNIA Association for the Public Domain,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar","European, Global","Competition, Culture, Justice and fundamental rights, Consumers, Culture and media, Education and training, Research and innovation, Single market",162500,3,Belgium,BE,BRUXELLES,BE0843824873,Business Services,"Management, Scientific, and Technical Consulting Services",2023,,,,1,0,Single location,,,,,,,,2.85693812688422E-15,0.224382002835117,2,2
"Galp Energia, SGPS, SA",Organization,PORTUGAL,Companies and groups,Global,"Budget, Trade, Competition, Economy, finance and the euro, Energy, Environment, Taxation, Trans-European Networks, Transport, Business and industry, Climate action, Institutional affairs, International co-operation and development, Research and innovation, Single market",50000-99999,1.75,Portugal,PT,LISBOA,PT504499777,Mining & Extraction,Support Activities for Mining,2022,28969908.7005854,5457789.58141804,17167985.3630066,6715,159,GUO,GALP ENERGIA SGPS S.A.,PT,Corporate,Support Activities for Mining,28970,17168,6715,4.72353208052668E-12,0.229516337272817,15,15
AEM - Associação de Empresas Emitentes de Valores Cotados em Mercado (aka Portuguese Issuers),Organization,PORTUGAL,Trade unions and professional associations,"European, National","Economy, finance and the euro, Energy, Environment, Taxation, Justice and fundamental rights, Banking and financial services, Business and industry, Climate action, Digital economy and society, Foreign affairs and security policy, Fraud prevention, Institutional affairs, International co-operation and development, Single market",25000-49999,1.25,Portugal,PT,LISBOA,PT509662846,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",,,,,,0,Single location,,,,,,,,0,0.171640349965093,1,1
Turun yliopisto,Organization,FINLAND,Academic institutions,"European, National, Regional/local","Agriculture and rural development, Culture, Energy, Environment, Youth, Justice and fundamental rights, Public health, Food safety, Transport, Business and industry, Climate action, Digital economy and society, Education and training, International co-operation and development, Maritime affairs and fisheries, Research and innovation",281000000,0.25,Finland,FI,TURUN YLIOPISTO,FI02458963,"Public Administration, Education, Health Social Services",Other Schools and Instruction,2022,6399.59692955017,,,1000,4,GUO,TURUN YLIOPISTO,FI,Corporate,Other Schools and Instruction,6,,1000,0,0.17489556214809,1,1
Berufsverband der Datenschutzbeauftragten Deutschlands,Organization,GERMANY,Trade unions and professional associations,"European, National","Business and industry, Communication, Consumers, Digital economy and society, Education and training, Research and innovation",10000-24999,0.75,Germany,DE,,DE2011947263,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,,,,8,2,GUO,BERUFSVERBAND DER DATENSCHUTZBEAUFTRAGTEN DEUTSCHLANDS (BVD) E.V.,DE,Corporate,"Business, Professional, Labor, Political, and Similar Organizations",,,8,0,0.177988293284042,1,2
Karlsruher Institut für Technologie,Organization,GERMANY,Academic institutions,Global,Research and innovation,1090700000,0.5,Germany,DE,KARLSRUHE,DELEI1388995,,,,,,,,3,GUO,KARLSRUHER INSTITUT FÜR TECHNOLOGIE,DE,Corporate,,,,,0,0.236144036622251,1,1
Health Data Hub / Plateforme des données de santé,Organization,FRANCE,"Other organisations, public or mixed entities","European, National","Public health, Research and innovation",21443405,10.75,,,,,,,,,,,,,,,,,,,,,0,0.173137146196377,1,1
Center for Global Development,Organization,UNITED STATES,Think tanks and research institutions,Global,"Public health, Climate action, European neighbourhood policy, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Migration and asylum",16866295,1,United States of America,US,WASHINGTON,US131289467L,,,2022,15200,,,190,2,GUO,CENTER FOR GLOBAL DEVELOPMENT,US,Corporate,,15,,190,1.31034078408964E-13,0.183964592189266,2,2
Sustainable Apparel Coalition,Organization,UNITED STATES,Trade and business associations,Global,"Trade, Employment and social affairs, Energy, Environment, Justice and fundamental rights, Climate action, Consumers, International co-operation and development",100000-199999,0.5,Netherlands,NL,AMSTERDAM,NL59409045,Business Services,"Other Professional, Scientific, and Technical Services",2023,,,,20,0,Single location,,,,,,,,2.40964981401138E-14,0.195721399776415,3,3
MLP SE,Organization,GERMANY,Companies and groups,National,"Economy, finance and the euro, Consumers",100000-199999,0,Germany,DE,WIESLOCH,DEFEB15668,Business Services,Management of Companies and Enterprises,2022,502404.623352289,560523.629467487,4036641.75726771,2252,65,GUO,MLP SE,DE,Financial company,Management of Companies and Enterprises,502,4037,2252,0,0.185906202236345,1,1
Association of Corporate Counsel,Organization,UNITED STATES,Trade unions and professional associations,Global,"Trade, Competition, Employment and social affairs, Taxation, Justice and fundamental rights, Banking and financial services, Institutional affairs, Single market",-10000,0,United States of America,US,WASHINGTON,US131197713L,Business Services,Legal Services,2022,36700,,,85,2,GUO,ASSOCIATION OF CORPORATE COUNSEL,US,Corporate,Legal Services,37,,85,9.7005170287618E-15,0.192439004080273,2,2
Finance Sector Union,Organization,NORWAY,Trade unions and professional associations,"European, National","Economy, finance and the euro, Employment and social affairs, Environment, Banking and financial services, Climate action, Consumers",25000-49999,0.5,,,,,,,,,,,,,,,,,,,,,0,0.185900220409608,1,1
European University Association,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar","European, Global","Budget, Energy, Regional policy, External relations, Digital economy and society, Education and training, Institutional affairs, International co-operation and development, Research and innovation",5061000,8.75,Switzerland,CH,GENEVE,CHCHE100936540,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2023,,,,4,0,Single location,,,,,,,,4.35455957858993E-13,0.185723929535811,4,7
